ADM_RATE,AGE_ENTRY,AVGFACSAL,CITY,CONTROL,COSTT4_A,ENDOWBEGIN,FEMALE,FIRST_GEN,GRAD_DEBT_MDN,HBCU,HSI,ICLEVEL,INSTNM,INSTURL,MD_EARN_WNE_P10,NANTI,OPEID,PCIP13,PCIP14,PCIP27,PCIP52,PCT_ASIAN,PCT_BLACK,PCT_HISPANIC,PCT_WHITE,PCTPELL,PFTFAC,PREDDEG,RELAFFIL,SAT_AVG,SCH_DEG,STABBR,UGDS,UGDS_MEN,UGDS_WOMEN,UGDS_2MOR,UGDS_AIAN,UGDS_ASIAN,UGDS_BLACK,UGDS_HISP,UGDS_NHPI,UGDS_NRA,UGDS_UNKN,UGDS_WHITE,LATITUDE,LONGITUDE,date
0.8578,23.903866525,9535,Dobbs Ferry,2,29251,249360142,0.7047139831,0.4186952288,19637,0,1,1,Mercy College,https://www.mercy.edu/,49429,0,00277200,0.0193,0,0.0053,0.1292,4.40999984741211,27.9699993133544,30.0699996948242,47.9300003051757,0.5144,0.2454,3,NULL,1061,3,NY,5860,0.2995,0.7005,0.0184,0.0015,0.048,0.256,0.444,0.0034,0.0162,0.0447,0.1677,41.021626,-73.874447,2024-06-13
0.72,23.393442623,3045,Brooklyn,2,24672,1260775,PrivacySuppressed,0.4074074074,PrivacySuppressed,0,0,1,Mesivta Torah Vodaath Rabbinical Seminary,independentrabbinicalcolleges.org/index.html,NULL,0,00726400,0,0,0,0,10.369999885559,10.6599998474121,14.829999923706,67.2799987792968,0.6484,0.8125,3,80,NULL,3,NY,369,1,0,0,0,0,0,0,0,0,0,1,40.6382,-73.969395,2024-06-13
0.8,18.307692308,3145,Brooklyn,2,18319,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,0,1,Mirrer Yeshiva Cent Institute,www.mirreryeshiva.com/,52289,0,00479800,0,0,0,0,11.3599996566772,10.8100004196167,13.1899995803833,67.25,0.3897,1,2,80,NULL,3,NY,125,1,0,0,0,0,0,0,0,0.08,0,0.92,40.605043,-73.966049,2024-06-13
NULL,22.919428398,6379,Utica,1,14536,NULL,0.5299483126,0.4253593808,11000,0,0,2,Mohawk Valley Community College,www.mvcc.edu/,37356,0,00287100,0,0.0187,0,0.1655,1.24000000953674,6.98999977111816,4.1100001335144,88.1500015258789,0.3344,0.4906,2,NULL,NULL,2,NY,2856,0.4457,0.5543,0.028,0.0021,0.0578,0.1061,0.0987,0.0004,0.0112,0.0025,0.6933,43.076765,-75.219367,2024-06-13
0.7933,22.103994927,10871,Rockville Centre,2,45103,43648437,0.7482561826,0.3529824561,27000,0,0,1,Molloy College,www.molloy.edu/,72153,0,00277500,0.0988,0,0.0026,0.1067,5.57999992370605,16.8600006103515,11.4700002670288,70.0100021362304,0.2766,0.2884,3,30,1235,3,NY,3248,0.2786,0.7214,0.0212,0.0028,0.0862,0.097,0.2235,0.0022,0.0062,0.0179,0.5431,40.685941,-73.626183,2024-06-13
NULL,23.184942927,6683,Rochester,1,14013,15128322,0.5399512633,0.3915606578,9750,0,0,2,Monroe Community College,www.monroecc.edu/,37936,0,00287200,0.0045,0.0217,0.0033,0.1137,1.86000001430511,16.2700004577636,6,76.5899963378906,0.4662,0.4578,2,NULL,NULL,2,NY,8002,0.4211,0.5789,0.046,0.0052,0.0542,0.196,0.1243,0.0016,0.0069,0.0079,0.5579,43.101036,-77.610136,2024-06-13
0.9145,21.874080882,8930,Newburgh,2,49158,6562111,0.7261029412,0.3715139442,26007,0,0,1,Mount Saint Mary College,www.msmc.edu/,62765,0,00277800,0,0,0.0236,0.1887,2.96000003814697,9.67000007629394,11.1899995803833,80.2399978637695,0.2841,0.3713,3,30,1087,3,NY,1560,0.284,0.716,0.0096,0.0058,0.0237,0.0904,0.1801,0,0.0026,0.1167,0.5712,41.513872,-74.012655,2024-06-13
0.1531,NULL,9648,Mount Vernon,2,37327,NULL,NULL,NULL,20000,0,0,2,Montefiore School of Nursing,montefiorenewrochelle.org/school-of-nursing,NULL,0,04237200,0,0,0,0,NULL,NULL,NULL,NULL,0.3525,NULL,2,NULL,NULL,2,NY,116,0.1466,0.8534,0.0086,0,0.0776,0.3793,0.25,0,0,0.181,0.1034,40.912133,-73.840582,2024-06-13
0.8211,21.177700348,10039,Bronx,2,50145,36225313,0.7119628339,0.4101838755,25000,0,1,1,College of Mount Saint Vincent,www.mountsaintvincent.edu/,56282,0,00270300,0,0,0.0115,0.1412,5.55000019073486,19.5900001525878,28.1700000762939,55.9599990844726,0.469,0.2329,3,30,1102,3,NY,2253,0.229,0.771,0.0311,0.0009,0.0577,0.1735,0.336,0.0009,0.0302,0.0448,0.3249,40.913657,-73.908887,2024-06-13
NULL,22.365455628,11231,Garden City,1,12558,NULL,0.5198332341,0.4490650711,10500,0,1,2,Nassau Community College,www.ncc.edu/,47177,0,00287300,0.0046,0.005,0,0.1469,5.3600001335144,23.7700004577636,14.0900001525878,61.4300003051757,0.3726,0.4487,2,NULL,NULL,2,NY,11075,0.487,0.513,0.0233,0.003,0.0798,0.2017,0.3428,0.0014,0.0042,0.0366,0.3074,40.728872,-73.595286,2024-06-13
0.8563,20.955084746,8383,Rochester,2,52115,68365634,0.7355932203,0.1820603908,26038,0,0,1,Nazareth College,https://www2.naz.edu/,52178,0,00277900,0.0444,0,0.0111,0.1091,1.64999997615814,6.1100001335144,3.41000008583068,89.1100006103515,0.2543,0.4055,3,NULL,NULL,3,NY,2050,0.2629,0.7371,0.0273,0.0034,0.0229,0.0483,0.0659,0,0.0107,0.0293,0.7922,43.101576,-77.518579,2024-06-13
0.663,21.740077444,12262,New York,2,57823,393478000,0.7536302033,0.1944012442,22266,0,0,1,The New School,https://www.newschool.edu/,55333,0,02066200,0,0,0,0.0246,7.07000017166137,12.3500003814697,13.6000003814697,71.1800003051757,0.1649,0.1782,3,NULL,NULL,3,NY,7373,0.2429,0.7571,0.0503,0.0009,0.1105,0.0397,0.1141,0.0012,0.302,0.0387,0.3425,40.735508,-73.997114,2024-06-13
0.1296,20.596370463,16088,New York,2,75348,4578665100,0.6113892365,0.2148843446,20500,0,0,1,New York University,https://www.nyu.edu/,79812,0,00278500,0.0143,0.0395,0.0356,0.14,7.51000022888183,10.1099996566772,12.079999923706,74.1500015258789,0.1838,0.9946,3,NULL,1507,3,NY,28556,0.4178,0.5822,0.039,0.0016,0.195,0.0836,0.1735,0.0012,0.2409,0.0416,0.2236,40.729452,-73.997264,2024-06-13
NULL,22.705111402,8697,Sanborn,1,11918,7581599,0.5724115334,0.3856617647,11039,0,0,2,Niagara County Community College,www.niagaracc.suny.edu/,39728,0,00287400,0.0465,0.0131,0,0.1311,0.97000002861022,6.80000019073486,1.55999994277954,89.7200012207031,0.3419,1,2,NULL,NULL,2,NY,2999,0.3961,0.6039,0.0557,0.0127,0.0197,0.1187,0.0587,0.0013,0.0117,0,0.7216,43.147701,-78.87579,2024-06-13
0.922,20.5917603,9238,Niagara University,2,47719,93252692,0.6471910112,0.2415153907,25475,0,0,1,Niagara University,www.niagara.edu/,55429,0,00278800,0.2727,0,0.0014,0.2126,1.35000002384185,6.25,2.53999996185302,89.6100006103515,0.2799,1,3,30,1160,3,NY,2764,0.3556,0.6444,0.0239,0.0043,0.0174,0.0593,0.0485,0.0007,0.1773,0.0217,0.6469,43.137279,-79.036689,2024-06-13
NULL,24.912783751,6140,Saranac Lake,1,18527,NULL,0.5854241338,0.4689922481,12000,0,0,2,North Country Community College,www.nccc.edu/,41448,0,00711100,0,0,0,0.116,0.57999998331069,4.57000017166137,3.39000010490417,89.9199981689453,0.334,0.9808,2,NULL,NULL,2,NY,764,0.3089,0.6911,0.0092,0.0288,0,0.0929,0.0366,0.0079,0.0065,0.0432,0.7749,44.318645,-74.119981,2024-06-13
0.8035,20.983182406,12613,Old Westbury,2,51103,84815425,0.3745148771,0.3296541575,23334,0,0,1,New York Institute of Technology,www.nyit.edu/,63609,0,00278200,0,0.1534,0,0.128,5.8600001335144,16.2999992370605,14.4099998474121,68.0100021362304,0.3925,0.3191,3,NULL,1218,3,NY,3345,0.5958,0.4042,0.0454,0.0027,0.2454,0.1142,0.2176,0.0042,0.0759,0.0565,0.238,40.812447,-73.6078,2024-06-13
0.5393,26.5,NULL,New York,2,48722,7064599,0.8428571429,0.3636363636,PrivacySuppressed,0,0,1,New York School of Interior Design,www.nysid.edu/,54614,0,02069000,0,0,0,0,6.5,13.4200000762939,16.1000003814697,69.8600006103515,0.1272,0.0354,1,NULL,NULL,3,NY,444,0.0991,0.9009,0.027,0.0023,0.0653,0.0428,0.1441,0,0.0923,0.0338,0.5923,40.768615,-73.962404,2024-06-13
0.9965,25.844393593,6786,New York,2,41924,4577611,0.5926773455,0.3739495798,25641,0,1,1,Alliance University,www.allianceu.edu/,44503,0,00279000,0.0455,0,0.0041,0.343,5.15999984741211,28.1700000762939,18.2900009155273,54.0299987792968,0.3727,0.3367,3,34,989,3,NY,975,0.4164,0.5836,0.0226,0.0041,0.039,0.2472,0.3067,0.001,0.2964,0.0154,0.0677,40.705798,-74.015605,2024-06-13
NULL,22.792,7199,Syracuse,1,13198,11333164,0.5165454545,0.3950725913,10000,0,0,2,Onondaga Community College,www.sunyocc.edu/,39030,0,00287500,0,0.0173,0,0.1143,1.77999997138977,9.55000019073486,2.74000000953674,84.5599975585937,0.2882,0.3047,2,NULL,NULL,2,NY,4226,0.4508,0.5492,0.054,0.0149,0.0428,0.1708,0.0788,0.0009,0.0095,0.0298,0.5984,43.006329,-76.197878,2024-06-13
NULL,23.046714173,7922,Middletown,1,11553,NULL,0.6112430721,0.4559704933,12000,0,1,2,Orange County Community College,https://sunyorange.edu/,44992,0,00287600,0.0049,0.0208,0,0.1238,1.47000002861022,9.32999992370605,12.8100004196167,81.6900024414062,0.2876,0.3634,2,NULL,NULL,2,NY,3702,0.3806,0.6194,0.027,0.0027,0.0224,0.1415,0.2175,0.0027,0.0016,0.1353,0.4492,41.438629,-74.426028,2024-06-13
0.8762,20.708072846,12510,New York,2,60887,193827052,0.6534384344,0.2941176471,23250,0,0,1,Pace University,www.pace.edu/,69137,0,00279100,0.018,0,0.0043,0.235,6.59999990463257,13.8000001907348,15.5299997329711,69.2600021362304,0.2549,1,3,NULL,1219,3,NY,7820,0.3402,0.6598,0.0538,0.0019,0.0742,0.1091,0.196,0.0015,0.0714,0.0176,0.4744,40.711014,-74.004719,2024-06-13
0.7471,20.466179159,5634,Paul Smiths,2,48414,30726414,0.3546617916,0.2969348659,22750,0,0,1,Paul Smiths College of Arts and Science,https://www.paulsmiths.edu/,43728,0,00279500,0,0,0,0.0652,1.25,4.42000007629394,3.38000011444091,91.0999984741211,0.4237,0.7586,3,NULL,NULL,3,NY,707,0.6492,0.3508,0.0127,0.0156,0.0057,0.0495,0.0127,0,0.0113,0.058,0.8345,44.433965,-74.252675,2024-06-13
0.6786,20.250943396,11643,Brooklyn,2,69670,213394218,0.7066037736,0.1925777332,26000,0,0,1,Pratt Institute-Main,https://www.pratt.edu/,52718,0,00279800,0.0186,0,0,0,5.78999996185302,11.0500001907348,11.5100002288818,75.8199996948242,0.1775,0.1398,3,NULL,1315,3,NY,3869,0.2778,0.7222,0.0339,0.001,0.1548,0.0393,0.1086,0.0003,0.3166,0.0096,0.336,40.691297,-73.96431,2024-06-13
0.9138,19.148148148,6892,Brooklyn,2,19450,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,0,1,Rabbinical Academy Mesivta Rabbi Chaim Berlin,https://rabbinicalacademyrabbichaimberlin.com/,NULL,0,00397600,0,0,0,0,9.14000034332275,21.4599990844726,7.96000003814697,62.7799987792968,0.2022,NULL,3,NULL,NULL,3,NY,167,1,0,0,0,0,0,0,0,0.018,0,0.982,40.618467,-73.963702,2024-06-13
NULL,17.944444444,3947,Brooklyn,2,15893,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,0,1,Rabbinical College Bobover Yeshiva Bnei Zion,rabbinicalcollegeboboveryeshiva.edu/,35014,0,00861400,0,0,0,0,15.6800003051757,3.07999992370605,11.119999885559,71.2799987792968,0.888,NULL,3,80,NULL,3,NY,407,1,0,0,0,0,0,0,0,0.0147,0,0.9853,40.631954,-73.985026,2024-06-13
1,18.192307692,5023,Long Beach,2,18000,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,0,1,Rabbinical College of Long Island,https://rabbinicalcollegelongisland.com/,NULL,0,01037800,0,0,0,0,3.86999988555908,24.8400001525878,12.1400003433227,62.7999992370605,0.3438,1,3,NULL,NULL,2,NY,157,1,0,0,0,0,0,0,0,0.0191,0,0.9809,40.586427,-73.670238,2024-06-13
0.9569,19.710526316,2636,Flushing,2,19200,388488,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,0,1,Rabbinical Seminary of America,www.rabbinical.org/,NULL,0,00397800,0,0,0,0,9.53999996185302,16.7399997711181,18.3099994659423,60.5499992370605,0.1661,0.9333,3,80,NULL,3,NY,415,1,0,0,0,0,0,0,0,0,0,1,40.72308,-73.817161,2024-06-13
0.5302,19.572596154,13262,Troy,2,75824,740260000,0.3442307692,0.1374501992,23750,0,0,1,Rensselaer Polytechnic Institute,www.rpi.edu/,100141,0,00280300,0,0.5051,0.0436,0.0405,3.58999991416931,5.96000003814697,6.69999980926513,85.8000030517578,0.1789,0.8689,3,NULL,1450,3,NY,5579,0.6904,0.3096,0.0495,0.0011,0.1791,0.0493,0.1061,0.0002,0.1491,0.0391,0.4266,42.729978,-73.676646,2024-06-13
0.8739,26.044705882,6780,Rochester,2,45375,28412897,0.7517647059,0.2720306513,23750,0,0,1,Roberts Wesleyan University,www.roberts.edu/,47191,0,00280500,0.1624,0,0.0026,0.1753,1.3400000333786,8.52999973297119,3.35999989509582,86.870002746582,0.3578,0.9091,3,64,1154,3,NY,1085,0.3134,0.6866,0.0424,0.0037,0.0166,0.1189,0.1014,0.0018,0.0387,0.0046,0.6719,43.125755,-77.798498,2024-06-13
0.7136,20.126538146,10756,Rochester,2,66396,954032000,0.3531583265,0.194684529,26778,0,0,1,Rochester Institute of Technology,www.rit.edu/,69250,0,00280600,0,0.2155,0.0173,0.0804,2.81999993324279,6.98999977111816,5.28999996185302,86,0.2658,0.693,3,NULL,1369,3,NY,13085,0.6604,0.3396,0.0484,0.0011,0.1119,0.0515,0.0869,0.0003,0.0466,0.0135,0.6398,43.084188,-77.67386,2024-06-13
0.4055,20.786170831,12969,Rochester,2,77995,2329949000,0.5490993608,0.1867656153,21000,0,0,1,University of Rochester,https://www.rochester.edu/,75226,0,00289400,0.0027,0.1184,0.062,0.0888,4.05999994277954,7.15999984741211,6.90000009536743,83.7300033569336,0.1673,0.9377,3,NULL,1455,3,NY,6417,0.4843,0.5157,0.0368,0.0012,0.1393,0.0492,0.0736,0.0009,0.2507,0.0245,0.4237,43.126397,-77.631202,2024-06-13
NULL,22.956950673,8917,Suffern,1,16269,NULL,0.5569506726,0.4208791209,8497,0,1,2,Rockland Community College,www.sunyrockland.edu/,45328,0,00287700,0,0.0173,0,0.1269,4.82999992370605,15.6300001144409,14.5699996948242,69.6699981689453,0.2296,0.1929,2,NULL,NULL,2,NY,4223,0.4554,0.5446,0.0199,0.0014,0.0623,0.1994,0.3123,0.0017,0.0152,0.0798,0.3081,41.133929,-74.085969,2024-06-13
0.7309,22.447268107,6269,Troy,2,47846,39189797,0.7827191868,0.375,22000,0,0,1,Russell Sage College,sage.edu/,56762,0,00281000,0.071,0,0,0.0903,1.66999995708465,6.84000015258789,3.48000001907348,88.3000030517578,0.4099,0.8496,3,NULL,NULL,3,NY,1192,0.2643,0.7357,0.0336,0.0025,0.0512,0.1057,0.1099,0.0017,0.0059,0.0973,0.5923,42.72822,-73.693711,2024-06-13
0.7811,19.755102041,6738,Saint Bonaventure,2,52697,69986599,0.5218658892,0.186440678,26000,0,0,1,St Bonaventure University,https://www.sbu.edu/,58527,0,00281700,0.1323,0,0,0.3333,1.72000002861022,6.09999990463257,4.07000017166137,88.5999984741211,0.2703,0.6423,3,30,1174,3,NY,1742,0.5488,0.4512,0.0258,0.0017,0.0379,0.0545,0.0626,0.0029,0.0408,0.0121,0.7618,42.080191,-78.481107,2024-06-13
0.8525,21.477597712,8863,Brooklyn,2,34472,58784548,0.6444232602,0.4114285714,23250,0,1,1,St. Francis College,https://www.sfc.edu/,57888,0,00282000,0.0614,0,0.0022,0.1425,8.38000011444091,29.6700000762939,19.5400009155273,47.6100006103515,0.483,0.2575,3,NULL,1121,3,NY,2364,0.3553,0.6447,0.0241,0.0148,0.0381,0.2272,0.2847,0.0059,0.1341,0.041,0.2301,40.693228,-73.992164,2024-06-13
0.6154,25.980620155,7504,Syracuse,2,33571,4124,0.8682170543,0.2808510638,12000,0,0,2,St. Joseph's College of Nursing,https://www.sjhcon.edu/,70640,0,00646700,0,0,0,0,1.5,4.53999996185302,1.87999999523162,91.1699981689453,0.2868,0.75,2,30,NULL,2,NY,387,0.1318,0.8682,0.031,0,0.062,0.0724,0.0181,0.0026,0,0.0568,0.7571,43.055355,-76.148355,2024-06-13
0.5655,19.428756477,10091,Canton,2,74641,322771681,0.5958549223,0.131897712,27000,0,0,1,St Lawrence University,www.stlawu.edu/,68520,0,00282900,0,0,0.0526,0,1.92999994754791,4.05999994277954,4.3600001335144,89.9000015258789,0.2092,0.7949,3,NULL,1326,3,NY,2227,0.4625,0.5375,0.0189,0.0022,0.0207,0.0323,0.0593,0.0004,0.0916,0.0076,0.767,44.589879,-75.161343,2024-06-13
0.7633,20.453915454,7935,Albany,2,49272,38815266,0.6957726958,0.2936267071,24749,0,0,1,The College of Saint Rose,www.strose.edu/,53474,0,00270500,0.2218,0,0.004,0.1446,1.75999999046325,5,4.42999982833862,89.8499984741211,0.4171,0.4962,3,NULL,NULL,3,NY,1778,0.3358,0.6642,0.1417,0.0034,0.0332,0.1676,0.0512,0.0017,0.0382,0.0321,0.5309,42.664297,-73.786661,2024-06-13
0.892,20.361423221,9142,Sparkill,2,48015,56006431,0.5187265918,0.3166666667,23198,0,0,1,St. Thomas Aquinas College,www.stac.edu/,60394,0,00283200,0.1739,0,0.0158,0.17,5.86999988555908,9.93000030517578,14.2299995422363,75.370002746582,0.2202,0.4118,3,NULL,1159,3,NY,1051,0.5347,0.4653,0.0171,0.0019,0.0257,0.1408,0.1827,0.0019,0.0704,0.0476,0.5119,41.041576,-73.936799,2024-06-13
0.75,29.373134328,8047,Troy,2,22182,NULL,0.8656716418,0.3162393162,15250,0,0,2,Samaritan Hospital School of Nursing,https://www.sphp.com/careers/schools-of-nursing/,64263,0,00924800,0,0,0,0,1.97000002861022,5.34000015258789,2.58999991416931,90.0800018310547,0.3947,NULL,2,NULL,NULL,2,NY,144,0.1319,0.8681,0.0069,0,0.0625,0.1944,0.0486,0,0,0.0556,0.6319,42.742861,-73.676151,2024-06-13
0.5847,19.460620525,9769,Bronxville,2,74388,109342197,0.7279236277,0.1078431373,27000,0,0,1,Sarah Lawrence College,www.sarahlawrence.edu/,47659,0,00281300,0,0,0,0,6.13999986648559,10.1000003814697,11.8999996185302,75.3300018310547,0.1455,0.375,3,NULL,1376,3,NY,1499,0.2175,0.7825,0.0614,0.0007,0.0414,0.046,0.0907,0.0007,0.0747,0.0981,0.5864,40.9355,-73.843727,2024-06-13
NULL,24.789215686,5691,Schenectady,1,12037,NULL,0.5723039216,0.4298597194,11049,0,0,2,Schenectady County Community College,sunysccc.edu/,37653,0,00678500,0.0041,0,0,0.251,1.75999999046325,8.52999973297119,4.1100001335144,85.8399963378906,0.264,1,2,NULL,NULL,2,NY,1569,0.4085,0.5915,0.0535,0.0083,0.1179,0.1606,0.109,0.0038,0.0013,0.0115,0.5341,42.814412,-73.950008,2024-06-13
NULL,22.363636364,5535,Lawrence,2,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,0,1,Sh'or Yoshuv Rabbinical College,https://www.shoryoshuv.org/,NULL,0,02505900,0,0,0,0,7.44999980926513,23.5400009155273,15.119999885559,58.4000015258789,0.0337,0.9143,3,80,NULL,3,NY,200,1,0,0,0,0,0,0,0,0.045,0,0.955,40.605227,-73.740085,2024-06-13
0.8283,19.971547536,8886,Loudonville,2,59829,139605938,0.5239417071,0.2053896577,26561,0,0,1,Siena College,https://www.siena.edu/,71883,0,00281600,0.005,0.0037,0.0125,0.3142,2.51999998092651,5.19999980926513,4.90000009536743,88.7099990844726,0.2399,0.6343,3,30,NULL,3,NY,3454,0.4415,0.5585,0.0333,0.002,0.046,0.0385,0.0921,0.0003,0.0275,0.0035,0.7568,42.717602,-73.7526,2024-06-13
0.3059,19.512605042,10211,Saratoga Springs,2,75141,357075000,0.6302521008,0.1483146067,19500,0,0,1,Skidmore College,www.skidmore.edu/,68541,0,00281400,0.0284,0,0.0213,0.1649,4.26000022888183,7.42999982833862,8.44999980926513,82.0699996948242,0.1588,0.8084,3,NULL,1373,3,NY,2676,0.4092,0.5908,0.0542,0.0004,0.0568,0.0497,0.1013,0.0004,0.0908,0.0202,0.6263,43.097035,-73.785335,2024-06-13
0.7977,24.009990485,9347,Brooklyn,2,36095,48040000,0.686489058,0.3757412399,22000,0,0,1,St. Joseph's University-New York,www.sjny.edu/,60260,0,00282500,0.2174,0,0.0091,0.2467,3.64000010490417,11.2299995422363,11.5900001525878,77.9700012207031,0.3326,1,3,NULL,1165,3,NY,3753,0.3094,0.6906,0.0242,0.0029,0.0314,0.085,0.2014,0.0013,0.0157,0.0743,0.5635,40.690418,-73.967664,2024-06-13
0.6667,26.870786517,8468,Utica,2,NULL,NULL,0.9269662921,0.4135802469,14250,0,0,2,Saint Elizabeth College of Nursing,https://www.secon.edu/,71743,0,00646100,0,0,0,0,0.82999998331069,4.15999984741211,2.39000010490417,92.75,0.4516,0.9412,2,30,NULL,2,NY,137,0.1168,0.8832,0.0292,0,0.0365,0.0365,0.0146,0.0073,0,0,0.8759,43.082768,-75.267857,2024-06-13
0.711,21.106944444,9282,Rochester,2,48687,97879974,0.6097222222,0.2521994135,23250,0,0,1,St. John Fisher University,https://www.sjfc.edu/,58703,0,00282100,0.0746,0,0.0043,0.198,1.51999998092651,6.34999990463257,3.13000011444091,89.1100006103515,0.2755,1,3,30,1196,3,NY,2586,0.4192,0.5808,0.0151,0.0027,0.0375,0.041,0.0611,0.0004,0.0023,0.0159,0.8241,43.116259,-77.513056,2024-06-13
